职位标题,薪资,薪资单位,结算方式,公司名称,发布时间,职位详情,职位链接
观澜湖每天日结,17,小时,日结,深圳市天和劳务派遣有限公司,04-17,"观澜湖每天日结
日结16元/小时，下班洗手拿钱。
白班:16元+第一天发工资压100元
夜班:17元+第一天发工资压100元
长期做优先安排。
不满一天无工资
工期至少10天以上，做不到100押金没有，最好长期干！
观澜湖手机模具组装[抱拳]上面放螺丝轻松简单活，坐班，不包吃住，一天11—12个小时，男女不限18-40岁以下，保险2块/天
禁止转载

联系我时请说明在1010兼职网看到的
联系人：景生
公司地址：深圳市龙华区花半里1705室 [交通地图]
手机：134 1075 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1800965.html
教育机构扫码地推,150,天,日结,云窗在线（深圳）科技有限公司,04-16,"在指定区域进行课程宣传，派发传单/礼品，吸引潜在客户；
向家长介绍机构课程特色，邀约试听或参与体验活动；
收集目标客户信息，协助完成推广指标；
参与线下活动的执行与推广（如节日活动、公开课等）。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：钟献智
公司地址：龙岗天安数码城 [交通地图]
手机：159 2002 ****点击查看完整电话
微信：15920020187
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1801006.html
派单/地推 高提成兼职,150,天,日结,云窗在线（深圳）科技有限公司,04-16,"在指定区域进行课程宣传，派发传单/礼品，吸引潜在客户；
向家长介绍机构课程特色，邀约试听或参与体验活动；
收集目标客户信息，协助完成推广指标；
参与线下活动的执行与推广（如节日活动、公开课等）。

基础工资+拉新奖励+成单奖励
禁止转载

联系我时请说明在1010兼职网看到的
联系人：钟献智
公司地址：龙岗天安数码城 [交通地图]
手机：159 2002 ****点击查看完整电话
微信：15920020187
QQ：272899035
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1801018.html
电话邀约和线下推广,100,天,日结,深圳市旭阳俱乐部服务有限公司,04-16,"有经验优先，熟悉电销，教育行业优先
禁止转载

联系我时请说明在1010兼职网看到的
联系人：iris
公司地址：深圳龙岗健康花城 [交通地图]
手机：133 5651 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/market/a1801032.html
赛事助理,150,天,日结,卡大博创（深圳）教育科技有限公司,04-16,"职责：
1、协助布置场地，

地点：广东省深圳市龙华区大浪街道博恒实验学校


工作时间：
时间：4月18日16:00到22:00（可分开做）
4月19-20日8:00-18:00


要求：1、勤劳肯干，2、没有纹身之类

工资：150元/天，包中餐，做完结款。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：许老师
公司地址：福田区燕南路13号宝树台三楼 [交通地图]
手机：134 8092 ****点击查看完整电话
微信：13480924707
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/cuxiao/a1798553.html
派发礼品,150,天,周结,深圳市南山区瑞思培训中心,04-16,"周末/周中扫码兼职
时间：10:00-7：00
地址：南山海月a口
薪资：150-300之间有任务量，多劳多得！
工作内容：与孩子互动，扫码登记，送礼品，填写小名生日。
备注：需要18周岁，有经验优先，只要2人。
（飞机，大小姐，少爷！勿扰）
微信联系
禁止转载

联系我时请说明在1010兼职网看到的
联系人：李先生
公司地址：深圳市南山区中心路2233号宝能all city购物中心南区F2 [交通地图]
手机：189 3865 ****点击查看完整电话
微信：jeremy_pe
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1800980.html
连锁面包店招营业员（宝安大仟里店）,4300,月,月结,深圳新语餐饮管理有限公司,04-16,"男女不限，年龄18-35岁（兼职需16岁以上），初中以上学历，工作热情，有进取心，品貌端正，有服务行业经验者优先；
兼职：20.2元22.2元/小时
全职：工资4300-5000元，根据门店业绩可享受季度奖与年终奖；公司为全体全职员工购买社保；入职满一年即可享受五天带薪年假和工龄奖金；晋升空间大，机会多，平均每天工作8个钟，一周休息一天。
有意者可致电或加微信咨询
工作地址：深圳市罗湖区深南东路5016号京基百纳空间KK MALL 1楼133B号商铺（面包新语）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：朱店长
公司地址：罗湖区人民南路2010号深圳发展中心35楼 [交通地图]
手机：188 2522 ****点击查看完整电话
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1691568.html
包吃包住-日结兼职保安,180,天,完工结,深圳市明博物业管理有限公司,04-15,"工作内容:维持秩序，领导交办的其他任务。
工作要求:男女不限，身体健康，工作认真负责，形象良好，谈吐清晰。
薪资待遇:180/天，包吃住
工作地点：深圳宝安国展北地铁站附近
禁止转载

联系我时请说明在1010兼职网看到的
联系人：林先生
公司地址：深圳市龙岗区横岗街道华侨新村社区荣德时代广场 B1801 [交通地图]
手机：175 0302 ****点击查看完整电话
微信：17503027214
提示：请不要交钱给任何单位",https://sz.1010jz.com/qita/a1799677.html
宝安石岩顺丰门店日结兼职,19,小时,日结,深圳市德隆人力资源有限公司,04-15,"宝安石岩顺丰门店
日结19/小时不用账号
18:30-02:30
工作：快递装卸、扫描、分拣、打包
要求：男性，18-40岁；
地址：黄峰岭公园旁【罗租营业部】
禁止转载

联系我时请说明在1010兼职网看到的
联系人：蔡生
公司地址：龙翔大道9009号珠江广场 [交通地图]
手机：159 2067 ****点击查看完整电话
微信：ccc9905120
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1798991.html
地址核对兼职,200,天,日结,泉州市客莱文化传媒有限公司,04-15,"农业银行急招 福田，南山，龙岗 信用卡地址核对拍照人员，工资一天200元以上。做的好可以长期做。要求：会用高德地图，有电动车的优先。要报名的请加微信

工作内容：简单来说就是我们给你一些公司，店铺之类的单位地址。你要到实地去核对一下地址是否正确。然后拍几张带有地址字眼的照片证明你到了那边即可。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：谢先生
公司地址：晋江市梅岭街道新沟路20号大沙漠大厦 [交通地图]
手机：180 5914 ****点击查看完整电话
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1800997.html
4.15-4.20沙井茭塘店兼职,110,天,周结,北京外企德科人力资源服务上海有限公司,04-14,"招聘啦[庆祝][庆祝][庆祝]
1.档期：4.15-4.20，连续6天
好想来沙井交塘店
时间:16:00-20:00，

 ◆ 工作内容 ◆
负责试吃 售卖产品

薪资：110/天；

 人员要求 ◆
16-40岁，女, 160，做过试吃及零售工作经验优先 
禁止转载

联系我时请说明在1010兼职网看到的
联系人：吴小姐
公司地址：龙岗坂田天安云谷 [交通地图]
手机：134 1739 ****点击查看完整电话
微信：wyj838630379
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/cuxiao/a1801031.html
招聘地推扫码（罗湖翠竹地铁周边）,200,周,周结,深圳童程童美教育有限公司龙岗分公司,04-14,"薪资待遇:底薪80+扫码8-12/个+热单20元/个+报名奖励，多劳多得，综合200-500元

岗位职责:在学校、商场等地向家长推广教育体验课程，引导扫码领取体验课，介绍课程收集客户信息，预约体验时间。
 
任职要求:形象给人与亲和力和信任感，积极主动，谈吐清楚，挑战高薪，男女不限，打酱油勿扰
禁止转载

联系我时请说明在1010兼职网看到的
联系人：黄老师
公司地址：龙岗区龙城广场D出口东方明珠城方茄城三楼 [交通地图]
手机：176 8816 ****点击查看完整电话
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1798688.html
福田 coco park商场促销,170,天,日结,深圳中利人力资源有限公司,04-14,"170/天
福田Coco park商场520活动促销
4.26-5.20号25天

时间：早10晚10，
要女生18-28岁，连做优先，早上一般都不忙，做过都知道，有经验的优先，不社恐，
女生，20-28岁，身高165左右，形象好，气质佳，不要胖的。
工资：170/天，
报名：名字+年龄+生活照（需线上面试）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：
公司地址：宝安固戍 [交通地图]
手机：132 4673 ****点击查看完整电话
微信：mmeng4034
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/cuxiao/a1801029.html
招聘酒店宴会领队，帮工,200,天,日结,深圳市芯华人力资源有限公司,04-14,"招聘数名兼职人员16元一小时。
15:00班次。
酒店包工作餐，工资日结，想来的欢迎踊跃报名，招满即止！工作要求：男女不限，年龄：男（18～47岁），女（18到47岁），无不良记录，面相年轻，无怪异发型，胡须、指甲要修整，女生盘发淡妆、涂口红；带上本人有效身份证原件、黑色皮鞋(实在没有可以提供)、黑色袜子、皮带等；态度端正，讲究礼貌，服从现场管理人员工作安排和分配！岗位职责（传菜、服务）：摆台、上菜、倒茶、加酒、咨客、收餐......
报名热线：微信同步咨询，非诚勿扰！如果名额够了，本人就不一一回复了，谢谢大家的支持，祝各位兼职愉快！[微笑][握手]
地址
 地铁：1号线，四号线会展中心(E出口)、
禁止转载

联系我时请说明在1010兼职网看到的
联系人：钟生
公司地址：深圳福田会展中心大中华国际广场 [交通地图]
手机：190 7604 ****点击查看完整电话
微信：19076048832
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1801028.html
日结送菜，包吃住，简单好做，就近安排,140,天,日结,广东德成人力资源服务有限公司,04-14,"龙岗平湖大皇公，鹅公岭，清湖，现招日结跟车送菜，包吃住，晚班，凌晨开始上班，主要工作是分菜、称菜、搬菜、削皮、厨房简单打杂等。时间跨度8/9小时左右，中途坐车。实际干活5/6小时左右，其余时间可坐车睡觉、打游戏等。
要求:年龄18-48岁，无大纹身，无染发，无案底，有本人的收款方式。
待遇：日结140一天，包吃住。做一天也可以，好做可以一直做。
其他:
1、保险1元/天，水电费2元一天;
2、领失业救济金的不要报名!需依法申报个税!
禁止转载

联系我时请说明在1010兼职网看到的
联系人：李姐
公司地址：玫瑰轩北座601 [交通地图]
手机：133 2293 ****点击查看完整电话
微信：13322931798
提示：请不要交钱给任何单位",https://sz.1010jz.com/fuwuyuan/a1795395.html
深圳龙华大浪电商日结兼职打包装,17,小时,日结,深圳市三人行人才管理服务有限公司,04-13,"深圳龙华大浪电商日结兼职打包装，电商打包装，长白班坐班，工作简单，男女不限，30岁以下，手脚麻利，做过打包装更好，工资待遇：17元一小时，工资日结，上班时间：8:00-21:30左右，有意向的加冯姐姐微信咨询报名，微信电话同号！
禁止转载

联系我时请说明在1010兼职网看到的
联系人：冯姐姐
公司地址：深圳市坪山区坪山街道六联社区深汕路坪山段168号六和商业广场一期H1807- [交通地图]
手机：134 3057 ****点击查看完整电话
微信：13430572280
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1799723.html
